anchor,positive,negative
ORDEM DOS ADVOGADOS DO BRASIL - SECCAO DE SAO PAULO - SUB SECCAO ARACATUBA,ORDEM DOS ADBOGADOS,ORDEM DOS ADVOGADOS DO BRASIL - SECCAO DE SAO PAULO - SUB SECCAO ANDRADINA
ORDEM DOS ADVOGADOS DO BRASIL - SECCAO DE SAO PAULO - SUB SECCAO ARACATUBA,ORDEM DOS ADBOGADOS,ORDEM DOS ADVOGADOS DO BRASIL - SECCAO DE SAO PAULO - SUB SECCAO AMERICANA
SAO PAULO SECRETARIA DA ADMINISTRACAO PENITENCIARIA - PENITENCIARIA DE CAPELA DO ALTO,SAO PAULO PENITENCIARIA,SAO PAULO SECRETARIA DA ADMINISTRACAO PENITENCIARIA - PENITENCIARIA DE LIMEIRA
SAO PAULO SECRETARIA DA ADMINISTRACAO PENITENCIARIA - PENITENCIARIA DE CAPELA DO ALTO,SAO PAULO PENITENCIARIA,SAO PAULO SECRETARIA DA ADMINISTRACAO PENITENCIARIA - PENITENCIARIA II DE GALIA
SAO PAULO SECRETARIA DA ADMINISTRACAO PENITENCIARIA - PENITENCIARIA DE CAPELA DO ALTO,SAO PAULO PENITENCIARIA,SAO PAULO SECRETARIA DA ADMINISTRACAO PENITENCIARIA - PENITENCIARIA DE LUCELIA
CONSELHO ESCOLAR DO CENTRO INTEGRADO MUNICIPAL DE EDUCACAO PROF. DOUTOR JOSE ALDEMIR DE OLIVEIRA - CONS ESC DO CIME PROF. DOUTOR JOSE ALDEMIR DE OLIVEIRA,JOSE ALDEMIR,RESIDENCIAL PHOENIX - PHOENIX
CONSELHO ESCOLAR DO CENTRO INTEGRADO MUNICIPAL DE EDUCACAO PROF. DOUTOR JOSE ALDEMIR DE OLIVEIRA - CONS ESC DO CIME PROF. DOUTOR JOSE ALDEMIR DE OLIVEIRA,JOSE ALDEMIR,G. J. LAZAROTO - AGRICOLA LAZAROTTO
CONSELHO ESCOLAR DO CENTRO INTEGRADO MUNICIPAL DE EDUCACAO PROF. DOUTOR JOSE ALDEMIR DE OLIVEIRA - CONS ESC DO CIME PROF. DOUTOR JOSE ALDEMIR DE OLIVEIRA,JOSE ALDEMIR,GRAZZIOTIN S A - POR MENOS
COMPANHIA RIOGRANDENSE DE SANEAMENTO - CORSAN - COMPANHIA RIOGRANDENSE DE SANEAMENTO - CORSAN,CORSAN SANEAMENTO,SERV SAN SANEAMENTO TECNICO E COMERCIO LTDA - SERV SAN
COMPANHIA RIOGRANDENSE DE SANEAMENTO - CORSAN - COMPANHIA RIOGRANDENSE DE SANEAMENTO - CORSAN,CORSAN SANEAMENTO,RCA ENTRETENIMENTO LTDA - ALTITUDE PARK
COMPANHIA RIOGRANDENSE DE SANEAMENTO - CORSAN - COMPANHIA RIOGRANDENSE DE SANEAMENTO - CORSAN,CORSAN SANEAMENTO,GRAZZIOTIN S A - FRANCO GIORGI MODA MASCULINA
JOMAR TINTAS LTDA - JOMAR TINTAS LTDA,JOMAR,TIM CAR LIMITADA - TIM CAR
JOMAR TINTAS LTDA - JOMAR TINTAS LTDA,JOMAR,MILI S/A - MILI
JOMAR TINTAS LTDA - JOMAR TINTAS LTDA,JOMAR,BESIX - BESIX
BANCO SANTANDER (BRASIL) S.A. - IRIRIU-JOINVILLE-SC,SANTANDER BRASIL,BESIX - BESIX
BANCO SANTANDER (BRASIL) S.A. - IRIRIU-JOINVILLE-SC,SANTANDER BRASIL,INSTITUTO NASCE - CASA AMPARO
BANCO SANTANDER (BRASIL) S.A. - IRIRIU-JOINVILLE-SC,SANTANDER BRASIL,IB ALIMENTOS LTDA - CPD IMPERADOR
DECOR COM COR LTDA - DECOR COLORS FLORIANOPOLIS,COLORS FLORIANOPOLIS,ASSOCIACAO CAMPINEIRA DE SKATE - ACSKT
DECOR COM COR LTDA - DECOR COLORS FLORIANOPOLIS,COLORS FLORIANOPOLIS,RESIDENCIAL PHOENIX - PHOENIX
DECOR COM COR LTDA - DECOR COLORS FLORIANOPOLIS,COLORS FLORIANOPOLIS,INSTITUTO AGENTE MUDA - I AM
CHURRASCARIA POPULAR LTDA - CHURRASCARIA POPULAR,XURRASCARIA PPLR,SOL MAGAZINE URUACU LTDA - SOL MAGAZINE
CHURRASCARIA POPULAR LTDA - CHURRASCARIA POPULAR,XURRASCARIA PPLR,LAR VICENTINO DE UBATUBA - LAR VICENTINO
CHURRASCARIA POPULAR LTDA - CHURRASCARIA POPULAR,XURRASCARIA PPLR,PARTIDO RENOVACAO DEMOCRATICA - PEQUERI - MG - MUNICIPAL - PRD 25 PEQUERI
SPDM - ASSOCIACAO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA - SPDM - PAIS - A.P.3.2,SPDM MEDISINA,IB ALIMENTOS LTDA - CPD IMPERADOR
SPDM - ASSOCIACAO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA - SPDM - PAIS - A.P.3.2,SPDM MEDISINA,ECE S.A - EVOLUA ETANOL
SPDM - ASSOCIACAO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA - SPDM - PAIS - A.P.3.2,SPDM MEDISINA,DN PAES LTDA - ND PAES
PARTIDO SOCIALISMO E LIBERDADE (PSOL) - ITAPEMIRIM/ES - MUNICIPAL - PSOL - ITAPEMIRIM/ES,PSOL MUNICIPAL,INSTITUTO NASCE - CASA AMPARO
PARTIDO SOCIALISMO E LIBERDADE (PSOL) - ITAPEMIRIM/ES - MUNICIPAL - PSOL - ITAPEMIRIM/ES,PSOL MUNICIPAL,BESIX - BESIX
PARTIDO SOCIALISMO E LIBERDADE (PSOL) - ITAPEMIRIM/ES - MUNICIPAL - PSOL - ITAPEMIRIM/ES,PSOL MUNICIPAL,UNETRAL SA - POSTO UNIAO
HURAL DYNAMICS TECNOLOGIA S/A - HURAL DYNAMICS TECNOLOGIA,HURAL DYNAMICS TECNOLOJIA S/A,TEC LAB MEDICINA DIAGNOSTICA S/A - TECNOLAB UNIDADE MATERNIDADE ITALO SETTI
HURAL DYNAMICS TECNOLOGIA S/A - HURAL DYNAMICS TECNOLOGIA,HURAL DYNAMICS TECNOLOJIA S/A,DIAGNOSTICOS DA AMERICA S.A . - BIO - CIENCIA LAVOISIER S/A
HURAL DYNAMICS TECNOLOGIA S/A - HURAL DYNAMICS TECNOLOGIA,HURAL DYNAMICS TECNOLOJIA S/A,PETRO CLEAN ROBOTICS S/A - PETRO CLEAN ROBOTICS
GREMIO RECREATIVO BARTOS DE FERNANDOPOLIS-G.R.B.F. - G.R.B.F.,G.R.B.F. ESTASIONAMENTO,C&A MODAS S.A. - C E A
GREMIO RECREATIVO BARTOS DE FERNANDOPOLIS-G.R.B.F. - G.R.B.F.,G.R.B.F. ESTASIONAMENTO,TERMINI S.A. - TERMINI
GREMIO RECREATIVO BARTOS DE FERNANDOPOLIS-G.R.B.F. - G.R.B.F.,G.R.B.F. ESTASIONAMENTO,E. DE S. GENUARIO & R. DE S. MARCUZZO LTDA - AGRO MIX MS
SAPORE S.A. - SAPORE CR 3680,SAPOR 3680,SAPORE S.A. - CR 4640
SAPORE S.A. - SAPORE CR 3680,SAPOR 3680,SAPORE S.A. - CR 4254
SAPORE S.A. - SAPORE CR 3680,SAPOR 3680,SAPORE S.A. - CR 4641
CLINICA MEDICA ANA LUCIA BALBINO PEIXOTO LTDA - DRA. ANA PEIXOTO HEBIATRA E PSIQUIATRA,ANA PSIKIATRA,CRBS S/A - CDC CACERES
CLINICA MEDICA ANA LUCIA BALBINO PEIXOTO LTDA - DRA. ANA PEIXOTO HEBIATRA E PSIQUIATRA,ANA PSIKIATRA,EOL - EOL
CLINICA MEDICA ANA LUCIA BALBINO PEIXOTO LTDA - DRA. ANA PEIXOTO HEBIATRA E PSIQUIATRA,ANA PSIKIATRA,INSTITUTO NASCE - CASA AMPARO
BANCO SANTANDER (BRASIL) S.A. - CAPAO REDONDO-SP-SP,BANCO SANTANDER SP,INSTITUTO NASCE - CASA AMPARO
BANCO SANTANDER (BRASIL) S.A. - CAPAO REDONDO-SP-SP,BANCO SANTANDER SP,ASTRO GAS LTDA - ASTRO GAS
BANCO SANTANDER (BRASIL) S.A. - CAPAO REDONDO-SP-SP,BANCO SANTANDER SP,RESIDENCIAL PHOENIX - PHOENIX
SAPORE S.A. - CR 4267,SAPORE,SAPORE S.A. - CR 1002
SAPORE S.A. - CR 4267,SAPORE,BESIX - BESIX
SAPORE S.A. - CR 4267,SAPORE,SAPORE S.A. - CR 1324
NM RESTAURANTE SUSHI LTDA - 123 SUSHI,SUSHI NM RESTAURANTE,RESIDENCIAL PHOENIX - PHOENIX
NM RESTAURANTE SUSHI LTDA - 123 SUSHI,SUSHI NM RESTAURANTE,EIJI ITO E FAMILIA HOLDING LTDA - EAYK HOLD
NM RESTAURANTE SUSHI LTDA - 123 SUSHI,SUSHI NM RESTAURANTE,RESTAURANTE GLORIA LTDA - RESTAURANTE GLORIA
EDILSON SANTOS PONTELLI - CLINICA VETERINARIA PONTELLI,CLINICA VET PONTELLI,RESIDENCIAL PHOENIX - PHOENIX
EDILSON SANTOS PONTELLI - CLINICA VETERINARIA PONTELLI,CLINICA VET PONTELLI,G. J. LAZAROTO - AGRICOLA LAZAROTTO
EDILSON SANTOS PONTELLI - CLINICA VETERINARIA PONTELLI,CLINICA VET PONTELLI,GRAZZIOTIN S A - FRANCO GIORGI MODA MASCULINA
SAPORE S.A. - CR 4720,SAPORE 4720,SAPORE S.A. - CR 4304
SAPORE S.A. - CR 4720,SAPORE 4720,SAPORE S.A. - CR 4685
SAPORE S.A. - CR 4720,SAPORE 4720,SAPORE S.A. - CR 4726
VIVEIRO VICOSA LTDA - VIVEIRO VICOSA,BICOSA,RESIDENCIAL PHOENIX - PHOENIX
VIVEIRO VICOSA LTDA - VIVEIRO VICOSA,BICOSA,MILI S/A - MILI
VIVEIRO VICOSA LTDA - VIVEIRO VICOSA,BICOSA,SAPORE S.A. - CR 1017
FUNDO MUNICIPAL DO MEIO AMBIENTE (FMMA) - FMMA,FUNDO AMBIENTE,INSTITUTO AGENTE MUDA - I AM
FUNDO MUNICIPAL DO MEIO AMBIENTE (FMMA) - FMMA,FUNDO AMBIENTE,INSTITUTO ACAO SOCIAL - IAS
FUNDO MUNICIPAL DO MEIO AMBIENTE (FMMA) - FMMA,FUNDO AMBIENTE,COOPERATIVA MISTA SAO LUIZ LTDA - COOPERMIL
PR PNEUS LTDA - PARANA PNEUS,PNEUS LTDA,ABD AUTOMOTIVE LTDA - ABD AUTOMOTIVE
PR PNEUS LTDA - PARANA PNEUS,PNEUS LTDA,PLENA HOLDING LTDA - PLENA
PR PNEUS LTDA - PARANA PNEUS,PNEUS LTDA,ASTRO GAS LTDA - ASTRO GAS
DIGITAL MINDS ECOMMERCE LTDA - DIGITAL MINDS,DIGITL MINDS,EOL - EOL
DIGITAL MINDS ECOMMERCE LTDA - DIGITAL MINDS,DIGITL MINDS,CRBS S/A - CDC CACERES
DIGITAL MINDS ECOMMERCE LTDA - DIGITAL MINDS,DIGITL MINDS,RESIDENCIAL PHOENIX - PHOENIX
COMERCIO E INDUSTRIA DE SORVETES ESKIMO LTDA - ESKIMO - LOJA DE FABRICA ESTEIO/RS,SORBETES ESKIMO,KHALED YAZBEK - NHEKHA
COMERCIO E INDUSTRIA DE SORVETES ESKIMO LTDA - ESKIMO - LOJA DE FABRICA ESTEIO/RS,SORBETES ESKIMO,KORPAY SA - KORPAY
COMERCIO E INDUSTRIA DE SORVETES ESKIMO LTDA - ESKIMO - LOJA DE FABRICA ESTEIO/RS,SORBETES ESKIMO,LOJAS CEM SA - LOJAS CEM
GRAZZIOTIN S A - TOTTAL,TOTTAL,CRBS S/A - CDC CACERES
GRAZZIOTIN S A - TOTTAL,TOTTAL,BESIX - BESIX
GRAZZIOTIN S A - TOTTAL,TOTTAL,EOL - EOL
ASSOCIACAO CONGREGACAO DE SANTA CATARINA - HOSPITAL SAO JOSE,HOSPITAL SÃO,COOPERATIVA MISTA SAO LUIZ LTDA - COOPERMIL
ASSOCIACAO CONGREGACAO DE SANTA CATARINA - HOSPITAL SAO JOSE,HOSPITAL SÃO,INSTITUTO NASCE - CASA AMPARO
ASSOCIACAO CONGREGACAO DE SANTA CATARINA - HOSPITAL SAO JOSE,HOSPITAL SÃO,PAULO ROMERO FERREIRA JUNIOR SERVICOS MEDICOS LTDA - CLINICA BALANCE
MITRA DA ARQUIDIOCESE DE CURITIBA - SANTUARIO SAGRADO CORACAO DE JESUS,SANTUARIO JESUS,MIX JESUS LTDA - MIX JESUS
MITRA DA ARQUIDIOCESE DE CURITIBA - SANTUARIO SAGRADO CORACAO DE JESUS,SANTUARIO JESUS,G. J. LAZAROTO - AGRICOLA LAZAROTTO
MITRA DA ARQUIDIOCESE DE CURITIBA - SANTUARIO SAGRADO CORACAO DE JESUS,SANTUARIO JESUS,GRAZZIOTIN S A - POR MENOS
MARCIA CRISTINA LOPES LEVORATO & CIA LTDA - MARCIUS MAGAZINE,MARCIUS MAG,TIM CAR LIMITADA - TIM CAR
MARCIA CRISTINA LOPES LEVORATO & CIA LTDA - MARCIUS MAGAZINE,MARCIUS MAG,BESIX - BESIX
MARCIA CRISTINA LOPES LEVORATO & CIA LTDA - MARCIUS MAGAZINE,MARCIUS MAG,MILI S/A - MILI
SAPORE S.A. - CR 4819,S.A. SAPORE,SAPORE S.A. - CR 1002
SAPORE S.A. - CR 4819,S.A. SAPORE,SAPORE S.A. - CR 1017
SAPORE S.A. - CR 4819,S.A. SAPORE,SAPORE S.A. - CR 307
BANCO SANTANDER (BRASIL) S.A. - PA MAL DEODORO-SBC-SP III,BANCO DEODORO,EDIFICIO MIRIAM - LOFT 351
BANCO SANTANDER (BRASIL) S.A. - PA MAL DEODORO-SBC-SP III,BANCO DEODORO,CRBS S/A - CDC CACERES
BANCO SANTANDER (BRASIL) S.A. - PA MAL DEODORO-SBC-SP III,BANCO DEODORO,UNETRAL SA - POSTO UNIAO
EMPREESCRITOR LIVROS E CURSOS LTDA - EMPREESCRITOR LIVROS E CURSOS,EMPREESCRITOR LIVRO,UNETRAL SA - POSTO UNIAO
EMPREESCRITOR LIVROS E CURSOS LTDA - EMPREESCRITOR LIVROS E CURSOS,EMPREESCRITOR LIVRO,REFEICOES NATURAS LTDA - 684
EMPREESCRITOR LIVROS E CURSOS LTDA - EMPREESCRITOR LIVROS E CURSOS,EMPREESCRITOR LIVRO,HARDBALL LTDA EM RECUPERACAO JUDICIAL - CRAWFORD
BANCO SANTANDER (BRASIL) S.A. - CAP ROCHA-GUARAPUAV-PR,CAP ROCHA,CRBS S/A - CDC CACERES
BANCO SANTANDER (BRASIL) S.A. - CAP ROCHA-GUARAPUAV-PR,CAP ROCHA,INSTITUTO NASCE - CASA AMPARO
BANCO SANTANDER (BRASIL) S.A. - CAP ROCHA-GUARAPUAV-PR,CAP ROCHA,BLANC RESIDENCE - BLANC RESIDENCE
LION PARTICIPACOES SOCIETARIAS E SERVICOS COMBINADOS DE ESCRITORIO LTDA - LION,LION PARTISIPACOES,ENTREE LTDA - ENTREE PARTICIPACOES
LION PARTICIPACOES SOCIETARIAS E SERVICOS COMBINADOS DE ESCRITORIO LTDA - LION,LION PARTISIPACOES,MERCADO DE RECEBIVEIS HOLDING LLC - MDR HOLDING LLC
LION PARTICIPACOES SOCIETARIAS E SERVICOS COMBINADOS DE ESCRITORIO LTDA - LION,LION PARTISIPACOES,DEPARTAMENTO MUNICIPAL DE HABITACAO - DEMHAB
CONDOR SUPER CENTER LTDA - SUPERMERCADOS CONDOR,SUPERMERCADOS CONDOR,COMERCIAL DELTA PONTO CERTO LTDA - SEMPREVALE SUPERMERCADOS
CONDOR SUPER CENTER LTDA - SUPERMERCADOS CONDOR,SUPERMERCADOS CONDOR,COVABRA SUPERMERCADOS LTDA - COVABRA
CONDOR SUPER CENTER LTDA - SUPERMERCADOS CONDOR,SUPERMERCADOS CONDOR,SUPERMERCADOS MANENTI LTDA - SUPERMERCADOS MANENTTI
NIHON LEE RESTAURANTE JAPONES LTDA - NIHON LEE RESTAURANTE,NIHON LEE,BESIX - BESIX
NIHON LEE RESTAURANTE JAPONES LTDA - NIHON LEE RESTAURANTE,NIHON LEE,CRBS S/A - CDC CACERES
NIHON LEE RESTAURANTE JAPONES LTDA - NIHON LEE RESTAURANTE,NIHON LEE,TIM CAR LIMITADA - TIM CAR
COOPERATIVA AGROINDUSTRIAL COPAGRIL - COOPERATIVA AGROINDUSTRIAL COPAGRIL,COPAGRIL COOPERATIBA,DELTASUL UTILIDADES LTDA - DELTASSUL
COOPERATIVA AGROINDUSTRIAL COPAGRIL - COOPERATIVA AGROINDUSTRIAL COPAGRIL,COPAGRIL COOPERATIBA,ASSOCIACAO PARANAENSE BORDER COLLIE DE TRABALHO - APBCT
COOPERATIVA AGROINDUSTRIAL COPAGRIL - COOPERATIVA AGROINDUSTRIAL COPAGRIL,COPAGRIL COOPERATIBA,DELTASUL UTILIDADES LTDA - MIRANDOLI
CONDOMINIO DOM JOAQUIM - CONDOMINIO DOM JOAQUIM,CONDOMINIO DOM,CONDOMINIO DO EDIFICIO GENOVA - EDIFICIO GENOVA
CONDOMINIO DOM JOAQUIM - CONDOMINIO DOM JOAQUIM,CONDOMINIO DOM,EDIFICIO MIRIAM - LOFT 351
CONDOMINIO DOM JOAQUIM - CONDOMINIO DOM JOAQUIM,CONDOMINIO DOM,CONDOMINIO BELLA RESIDENCE - BELLA RESIDENCE
BANCO SANTANDER (BRASIL) S.A. - REPUBLICA-SP IV,REPUBLICA IB,CRBS S/A - CDC CACERES
BANCO SANTANDER (BRASIL) S.A. - REPUBLICA-SP IV,REPUBLICA IB,BESIX - BESIX
BANCO SANTANDER (BRASIL) S.A. - REPUBLICA-SP IV,REPUBLICA IB,IB ALIMENTOS LTDA - CPD IMPERADOR
POUSADA POR DO SOL FLORIANOPOLIS LTDA - POUSADA POR DO SOL,POUSADA FLORIANOPOLIS,AGROPECUARIA ZANCHETT LTDA - FAZENDA SANTA INES
POUSADA POR DO SOL FLORIANOPOLIS LTDA - POUSADA POR DO SOL,POUSADA FLORIANOPOLIS,BALDAN AGRO LTDA - FAZENDA CACHOEIRA ARANGA
POUSADA POR DO SOL FLORIANOPOLIS LTDA - POUSADA POR DO SOL,POUSADA FLORIANOPOLIS,DAVI E DE SOUZA LANCHONETE - REI BURGUER
OTTO ENERGY FRANCHISING LTDA - OTTO FRANCHISING,FRANQUEADORA OTTO,INSTITUTO AGENTE MUDA - I AM
OTTO ENERGY FRANCHISING LTDA - OTTO FRANCHISING,FRANQUEADORA OTTO,BESIX - BESIX
OTTO ENERGY FRANCHISING LTDA - OTTO FRANCHISING,FRANQUEADORA OTTO,G. J. LAZAROTO - AGRICOLA LAZAROTTO
ALISSON D'SANTOS SERVICOS MEDICOS LTDA - ALISSON FERNANDO DOS SANTOS,ALISON FERNANDO,BESIX - BESIX
ALISSON D'SANTOS SERVICOS MEDICOS LTDA - ALISSON FERNANDO DOS SANTOS,ALISON FERNANDO,G. J. LAZAROTO - AGRICOLA LAZAROTTO
ALISSON D'SANTOS SERVICOS MEDICOS LTDA - ALISSON FERNANDO DOS SANTOS,ALISON FERNANDO,BLANC RESIDENCE - BLANC RESIDENCE
CRBS S/A - CDC CACERES,CDC CACERES,INSTITUTO NASCE - CASA AMPARO
CRBS S/A - CDC CACERES,CDC CACERES,ANAS US INC - ANAS US
CRBS S/A - CDC CACERES,CDC CACERES,UNETRAL SA - POSTO UNIAO
DIOCESE DE PIRACICABA - PARQUIA MENINO JESUS DE PRAGA,MENINO J PRAGA,MIX JESUS LTDA - MIX JESUS
DIOCESE DE PIRACICABA - PARQUIA MENINO JESUS DE PRAGA,MENINO J PRAGA,M D MOVEIS LTDA - MADESA
DIOCESE DE PIRACICABA - PARQUIA MENINO JESUS DE PRAGA,MENINO J PRAGA,CRBS S/A - CDC CACERES
ENOVA ENDOSCOPIA DIGESTIVA LTDA - ENOVA ENDOSCOPIA DIGESTIVA,ENDOSCOPIA ENOVA,INTERCLINICA - CLINICA MEDICA INTERNA LTDA - INTERCLINICA
ENOVA ENDOSCOPIA DIGESTIVA LTDA - ENOVA ENDOSCOPIA DIGESTIVA,ENDOSCOPIA ENOVA,T & I CORPORATION LTDA - HOSPITAL PRO-VIDA
ENOVA ENDOSCOPIA DIGESTIVA LTDA - ENOVA ENDOSCOPIA DIGESTIVA,ENDOSCOPIA ENOVA,M J RAMOS BEZERRA LINS - NUTRISERVICE
MITRA DA ARQUIDIOCESE DE CURITIBA - PAROQUIA NOSSA SENHORA DO ROSARIO DE BELEM,PAROQUIA DO ROSARIO,BISPADO DE RIO PRETO - PAROQUIA SAO BENEDITO
MITRA DA ARQUIDIOCESE DE CURITIBA - PAROQUIA NOSSA SENHORA DO ROSARIO DE BELEM,PAROQUIA DO ROSARIO,DIOCESE DE FRANCA - PAROQUIA NOSSA SENHORA DAS GRACAS
MITRA DA ARQUIDIOCESE DE CURITIBA - PAROQUIA NOSSA SENHORA DO ROSARIO DE BELEM,PAROQUIA DO ROSARIO,DIOCESE DE FRANCA - PAROQUIA SANTA CRUZ
INSPETORIA SALESIANA DE SAO PAULO - COMUNIDADE NOSSA SENHORA DE FATIMA,NOSSA SENHORA,CRBS S/A - CDC CACERES
INSPETORIA SALESIANA DE SAO PAULO - COMUNIDADE NOSSA SENHORA DE FATIMA,NOSSA SENHORA,IB ALIMENTOS LTDA - CPD IMPERADOR
INSPETORIA SALESIANA DE SAO PAULO - COMUNIDADE NOSSA SENHORA DE FATIMA,NOSSA SENHORA,INSTITUTO NASCE - CASA AMPARO
VK DRILLER EQUIPAMENTOS ELETRICOS LTDA - VK DRILLER,BK ELETRO,SILVA & MEM LTDA - ELETROMOVEIS
VK DRILLER EQUIPAMENTOS ELETRICOS LTDA - VK DRILLER,BK ELETRO,INSTITUTO NASCE - CASA AMPARO
VK DRILLER EQUIPAMENTOS ELETRICOS LTDA - VK DRILLER,BK ELETRO,ASTRO GAS LTDA - ASTRO GAS
CONSTRUTORA PIACENTINI LTDA - RESIDENCIAL PRIME CEREJEIRAS III,CEREJEIRA PRIME,INSTITUTO NASCE - CASA AMPARO
CONSTRUTORA PIACENTINI LTDA - RESIDENCIAL PRIME CEREJEIRAS III,CEREJEIRA PRIME,DAVI E DE SOUZA LANCHONETE - REI BURGUER
CONSTRUTORA PIACENTINI LTDA - RESIDENCIAL PRIME CEREJEIRAS III,CEREJEIRA PRIME,UNETRAL SA - POSTO UNIAO
"ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A. - ED COM TRADEMARK FARIA LIMA",ALL PARK ENPREENDIMENTOS,NAT PARK EMPREENDIMENTO SPE LTDA - NAT PARK EMPREENDIMENTO
"ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A. - ED COM TRADEMARK FARIA LIMA",ALL PARK ENPREENDIMENTOS,AROEIRA EMPREENDIMENTOS SA - AROEIRA EMPREENDIMENTOS
"ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A. - ED COM TRADEMARK FARIA LIMA",ALL PARK ENPREENDIMENTOS,JC INCORPORADORA LTDA - CASAGRANDE EMPREENDIMENTOS
FUNDO MUNICIPAL DE CULTURA - FMC - FUNDO MUNICIPAL DE CULTURA,FUNDO MUNICIPAL DE CULTRA,DEPARTAMENTO MUNICIPAL DE HABITACAO - DEMHAB
FUNDO MUNICIPAL DE CULTURA - FMC - FUNDO MUNICIPAL DE CULTURA,FUNDO MUNICIPAL DE CULTRA,FUNDO MUNICIPAL DE CULTURA - FMC - FUNDO DA CULTURA
FUNDO MUNICIPAL DE CULTURA - FMC - FUNDO MUNICIPAL DE CULTURA,FUNDO MUNICIPAL DE CULTRA,FUNDO SOCIAL SINUS - FUNDO SOCIAL SINUS
LISSA. Z MODAS LTDA - LISSA. Z MODAS,LIS MODAS,GRAZZIOTIN S A - PORMENOS
LISSA. Z MODAS LTDA - LISSA. Z MODAS,LIS MODAS,INSTITUTO NASCE - CASA AMPARO
LISSA. Z MODAS LTDA - LISSA. Z MODAS,LIS MODAS,GRAZZIOTIN S A - FRANCO GIORGI MODA MASCULINA
SINDICATO DOS SERVIDORES DO MINISTERIO PUBLICO DO ESTAD - SINDSEMP/SP,SINDICATO MP,IB ALIMENTOS LTDA - CPD IMPERADOR
SINDICATO DOS SERVIDORES DO MINISTERIO PUBLICO DO ESTAD - SINDSEMP/SP,SINDICATO MP,INSTITUTO AGENTE MUDA - I AM
SINDICATO DOS SERVIDORES DO MINISTERIO PUBLICO DO ESTAD - SINDSEMP/SP,SINDICATO MP,SANTO COMERCIAL LTDA - SANTO COMERCIAL
COMPANHIA RIOGRANDENSE DE SANEAMENTO - CORSAN - ESCRITORIO DE OBRAS,CORSAN ESCRITORIO,INSTITUTO CRIANDO ARTE - IAC
COMPANHIA RIOGRANDENSE DE SANEAMENTO - CORSAN - ESCRITORIO DE OBRAS,CORSAN ESCRITORIO,BLANC RESIDENCE - BLANC RESIDENCE
COMPANHIA RIOGRANDENSE DE SANEAMENTO - CORSAN - ESCRITORIO DE OBRAS,CORSAN ESCRITORIO,XEREZ AVICOLA LTDA - ESCRITORIO
LC ADMINISTRACAO DE RESTAURANTES LTDA - LC FILIAL N 186 - SETE LAGOAS/MG,LC ADMINISTRACAO,UNETRAL SA - POSTO UNIAO
LC ADMINISTRACAO DE RESTAURANTES LTDA - LC FILIAL N 186 - SETE LAGOAS/MG,LC ADMINISTRACAO,RESIDENCIAL PHOENIX - PHOENIX
LC ADMINISTRACAO DE RESTAURANTES LTDA - LC FILIAL N 186 - SETE LAGOAS/MG,LC ADMINISTRACAO,COOPERATIVA MISTA SAO LUIZ LTDA - COOPERMIL
BANCO SANTANDER (BRASIL) S.A. - SANTA EFIGENIA-BH-MG,SANTA EFIJENIA BH,GRAZZIOTIN S A - TOTTAL
BANCO SANTANDER (BRASIL) S.A. - SANTA EFIGENIA-BH-MG,SANTA EFIJENIA BH,GRAZZIOTIN S A - TOTTAL CASA & LAZER
BANCO SANTANDER (BRASIL) S.A. - SANTA EFIGENIA-BH-MG,SANTA EFIJENIA BH,DN PAES LTDA - ND PAES
CELANO E GAVINHOS EDUCACAO LTDA - POLO LIMAO,POLO LIMAO,UNETRAL SA - POSTO UNIAO
CELANO E GAVINHOS EDUCACAO LTDA - POLO LIMAO,POLO LIMAO,ARJA PET LTDA - CACHORREIROS
CELANO E GAVINHOS EDUCACAO LTDA - POLO LIMAO,POLO LIMAO,MARCOS ANTONIO VESCOVI - MARCOS RELOJOEIRO
BANCO SANTANDER (BRASIL) S.A. - SELECT FARIA LIMA-SP,SELECT,TIM CAR LIMITADA - TIM CAR
BANCO SANTANDER (BRASIL) S.A. - SELECT FARIA LIMA-SP,SELECT,INSTITUTO NASCE - CASA AMPARO
BANCO SANTANDER (BRASIL) S.A. - SELECT FARIA LIMA-SP,SELECT,STAY SELECT SERVICOS LTDA - SELECT IMOB
HOYA LENS BRAZIL FABRICACAO DE ARTIGOS OPTICOS LTDA - OPTOTAL,LENS OPTOTAL,ILS DIGITAL LTDA - ILS DIGITAL
HOYA LENS BRAZIL FABRICACAO DE ARTIGOS OPTICOS LTDA - OPTOTAL,LENS OPTOTAL,GABRIEL DALMOLIN - GPS PERFORMACE
HOYA LENS BRAZIL FABRICACAO DE ARTIGOS OPTICOS LTDA - OPTOTAL,LENS OPTOTAL,MAX'S OPTICA LTDA - OCULOS & CIA
BOSS BARBER SHOP LTDA - BOSS BARBER SHOP,BOSS BARBER SHOP,RESIDENCIAL PHOENIX - PHOENIX
BOSS BARBER SHOP LTDA - BOSS BARBER SHOP,BOSS BARBER SHOP,EDIFICIO MIRIAM - LOFT 351
